dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genres,literaryform,doctype
203062122,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100406_136_77_1,faedrelandsvennen,,,,,Kristiansand,20100406,2010,,,,,,,digavis
203061566,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080604_134_127_1,faedrelandsvennen,,,,,Kristiansand,20080604,2008,,,,,,,digavis
203062177,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100614_136_132_1,faedrelandsvennen,,,,,Kristiansand,20100614,2010,,,,,,,digavis
203062288,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101021_136_243_1,faedrelandsvennen,,,,,Kristiansand,20101021,2010,,,,,,,digavis
203062168,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100603_136_123_1,faedrelandsvennen,,,,,Kristiansand,20100603,2010,,,,,,,digavis
203061761,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090122_135_18_1,faedrelandsvennen,,,,,Kristiansand,20090122,2009,,,,,,,digavis
203062312,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101118_136_267_1,faedrelandsvennen,,,,,Kristiansand,20101118,2010,,,,,,,digavis
203062262,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100921_136_217_1,faedrelandsvennen,,,,,Kristiansand,20100921,2010,,,,,,,digavis
203061941,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090829_135_199_1,faedrelandsvennen,,,,,Kristiansand,20090829,2009,,,,,,,digavis
203061935,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090822_135_193_1,faedrelandsvennen,,,,,Kristiansand,20090822,2009,,,,,,,digavis
203061842,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090502_135_99_1,faedrelandsvennen,,,,,Kristiansand,20090502,2009,,,,,,,digavis
203062164,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100529_136_119_1,faedrelandsvennen,,,,,Kristiansand,20100529,2010,,,,,,,digavis
203062517,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110726_137_169_1,faedrelandsvennen,,,,,Kristiansand,20110726,2011,,,,,,,digavis
203061724,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081205_135_285_1,faedrelandsvennen,,,,,Kristiansand,20081205,2008,,,,,,,digavis
203061487,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080225_134_47_1,faedrelandsvennen,,,,,Kristiansand,20080225,2008,,,,,,,digavis
203062142,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100429_136_97_1,faedrelandsvennen,,,,,Kristiansand,20100429,2010,,,,,,,digavis
203062569,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110924_137_221_1,faedrelandsvennen,,,,,Kristiansand,20110924,2011,,,,,,,digavis
203061778,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090211_135_35_1,faedrelandsvennen,,,,,Kristiansand,20090211,2009,,,,,,,digavis
203061827,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090414_135_85_1,faedrelandsvennen,,,,,Kristiansand,20090414,2009,,,,,,,digavis
203061882,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090620_135_139_1,faedrelandsvennen,,,,,Kristiansand,20090620,2009,,,,,,,digavis
203061659,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080920_135_220_1,faedrelandsvennen,,,,,Kristiansand,20080920,2008,,,,,,,digavis
203061700,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081107_135_261_1,faedrelandsvennen,,,,,Kristiansand,20081107,2008,,,,,,,digavis
203061758,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090119_135_15_1,faedrelandsvennen,,,,,Kristiansand,20090119,2009,,,,,,,digavis
203062149,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100508_136_104_1,faedrelandsvennen,,,,,Kristiansand,20100508,2010,,,,,,,digavis
203061770,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090202_135_27_1,faedrelandsvennen,,,,,Kristiansand,20090202,2009,,,,,,,digavis
203061931,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090818_135_189_1,faedrelandsvennen,,,,,Kristiansand,20090818,2009,,,,,,,digavis
203061888,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090627_135_145_1,faedrelandsvennen,,,,,Kristiansand,20090627,2009,,,,,,,digavis
203062337,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101217_136_292_1,faedrelandsvennen,,,,,Kristiansand,20101217,2010,,,,,,,digavis
203062442,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110426_137_94_1,faedrelandsvennen,,,,,Kristiansand,20110426,2011,,,,,,,digavis
203062109,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100317_136_64_1,faedrelandsvennen,,,,,Kristiansand,20100317,2010,,,,,,,digavis
203062252,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100909_136_207_1,faedrelandsvennen,,,,,Kristiansand,20100909,2010,,,,,,,digavis
203062406,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110310_137_58_1,faedrelandsvennen,,,,,Kristiansand,20110310,2011,,,,,,,digavis
203061995,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091031_135_253_1,faedrelandsvennen,,,,,Kristiansand,20091031,2009,,,,,,,digavis
203061620,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080806_135_181_1,faedrelandsvennen,,,,,Kristiansand,20080806,2008,,,,,,,digavis
203061866,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090602_135_123_1,faedrelandsvennen,,,,,Kristiansand,20090602,2009,,,,,,,digavis
203062147,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100506_136_102_1,faedrelandsvennen,,,,,Kristiansand,20100506,2010,,,,,,,digavis
203061964,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090925_135_222_1,faedrelandsvennen,,,,,Kristiansand,20090925,2009,,,,,,,digavis
203062024,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091204_135_282_1,faedrelandsvennen,,,,,Kristiansand,20091204,2009,,,,,,,digavis
203062058,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100116_136_13_1,faedrelandsvennen,,,,,Kristiansand,20100116,2010,,,,,,,digavis
203062489,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110623_137_141_1,faedrelandsvennen,,,,,Kristiansand,20110623,2011,,,,,,,digavis
203062037,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091219_135_295_1,faedrelandsvennen,,,,,Kristiansand,20091219,2009,,,,,,,digavis
203061986,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091021_135_244_1,faedrelandsvennen,,,,,Kristiansand,20091021,2009,,,,,,,digavis
203062594,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111025_137_247_1,faedrelandsvennen,,,,,Kristiansand,20111025,2011,,,,,,,digavis
203062176,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100612_136_131_1,faedrelandsvennen,,,,,Kristiansand,20100612,2010,,,,,,,digavis
203061977,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091010_135_235_1,faedrelandsvennen,,,,,Kristiansand,20091010,2009,,,,,,,digavis
203062532,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110812_137_184_1,faedrelandsvennen,,,,,Kristiansand,20110812,2011,,,,,,,digavis
203062199,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100709_136_154_1,faedrelandsvennen,,,,,Kristiansand,20100709,2010,,,,,,,digavis
203061463,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080126_134_22_1,faedrelandsvennen,,,,,Kristiansand,20080126,2008,,,,,,,digavis
203062032,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091214_135_290_1,faedrelandsvennen,,,,,Kristiansand,20091214,2009,,,,,,,digavis
203061840,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090429_135_97_1,faedrelandsvennen,,,,,Kristiansand,20090429,2009,,,,,,,digavis
203062379,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110207_137_31_1,faedrelandsvennen,,,,,Kristiansand,20110207,2011,,,,,,,digavis
203061445,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080105_134_4_1,faedrelandsvennen,,,,,Kristiansand,20080105,2008,,,,,,,digavis
203062520,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110729_137_172_1,faedrelandsvennen,,,,,Kristiansand,20110729,2011,,,,,,,digavis
203062126,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100410_136_81_1,faedrelandsvennen,,,,,Kristiansand,20100410,2010,,,,,,,digavis
203062221,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100804_136_176_1,faedrelandsvennen,,,,,Kristiansand,20100804,2010,,,,,,,digavis
203061830,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090417_135_88_1,faedrelandsvennen,,,,,Kristiansand,20090417,2009,,,,,,,digavis
203061923,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090808_135_181_1,faedrelandsvennen,,,,,Kristiansand,20090808,2009,,,,,,,digavis
203062031,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091212_135_289_1,faedrelandsvennen,,,,,Kristiansand,20091212,2009,,,,,,,digavis
203061825,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090407_135_82_1,faedrelandsvennen,,,,,Kristiansand,20090407,2009,,,,,,,digavis
203061900,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090713_135_158_1,faedrelandsvennen,,,,,Kristiansand,20090713,2009,,,,,,,digavis
203062375,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110202_137_27_1,faedrelandsvennen,,,,,Kristiansand,20110202,2011,,,,,,,digavis
203061497,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080307_134_57_1,faedrelandsvennen,,,,,Kristiansand,20080307,2008,,,,,,,digavis
203061552,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080519_134_112_1,faedrelandsvennen,,,,,Kristiansand,20080519,2008,,,,,,,digavis
203061808,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090318_135_65_1,faedrelandsvennen,,,,,Kristiansand,20090318,2009,,,,,,,digavis
203062068,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100128_136_23_1,faedrelandsvennen,,,,,Kristiansand,20100128,2010,,,,,,,digavis
203062429,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110406_137_81_1,faedrelandsvennen,,,,,Kristiansand,20110406,2011,,,,,,,digavis
203061946,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090904_135_204_1,faedrelandsvennen,,,,,Kristiansand,20090904,2009,,,,,,,digavis
203061835,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090423_135_92_1,faedrelandsvennen,,,,,Kristiansand,20090423,2009,,,,,,,digavis
203062278,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101009_136_233_1,faedrelandsvennen,,,,,Kristiansand,20101009,2010,,,,,,,digavis
203062523,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110802_137_175_1,faedrelandsvennen,,,,,Kristiansand,20110802,2011,,,,,,,digavis
203062639,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111216_137_293_1,faedrelandsvennen,,,,,Kristiansand,20111216,2011,,,,,,,digavis
203061554,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080521_134_114_1,faedrelandsvennen,,,,,Kristiansand,20080521,2008,,,,,,,digavis
203062481,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110614_137_133_1,faedrelandsvennen,,,,,Kristiansand,20110614,2011,,,,,,,digavis
203061641,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080830_135_202_1,faedrelandsvennen,,,,,Kristiansand,20080830,2008,,,,,,,digavis
203061469,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080202_134_28_1,faedrelandsvennen,,,,,Kristiansand,20080202,2008,,,,,,,digavis
203061795,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090303_135_52_1,faedrelandsvennen,,,,,Kristiansand,20090303,2009,,,,,,,digavis
203061713,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081122_135_274_1,faedrelandsvennen,,,,,Kristiansand,20081122,2008,,,,,,,digavis
203061583,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080624_134_144_1,faedrelandsvennen,,,,,Kristiansand,20080624,2008,,,,,,,digavis
203061590,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080702_134_151_1,faedrelandsvennen,,,,,Kristiansand,20080702,2008,,,,,,,digavis
203062196,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100706_136_151_1,faedrelandsvennen,,,,,Kristiansand,20100706,2010,,,,,,,digavis
203062146,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100505_136_101_1,faedrelandsvennen,,,,,Kristiansand,20100505,2010,,,,,,,digavis
203061470,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080204_134_29_1,faedrelandsvennen,,,,,Kristiansand,20080204,2008,,,,,,,digavis
203061699,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081106_135_260_1,faedrelandsvennen,,,,,Kristiansand,20081106,2008,,,,,,,digavis
203061984,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091019_135_242_1,faedrelandsvennen,,,,,Kristiansand,20091019,2009,,,,,,,digavis
203062114,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100323_136_69_1,faedrelandsvennen,,,,,Kristiansand,20100323,2010,,,,,,,digavis
203061937,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090825_135_195_1,faedrelandsvennen,,,,,Kristiansand,20090825,2009,,,,,,,digavis
203061968,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090930_135_226_1,faedrelandsvennen,,,,,Kristiansand,20090930,2009,,,,,,,digavis
203062277,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101008_136_232_1,faedrelandsvennen,,,,,Kristiansand,20101008,2010,,,,,,,digavis
203062129,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100414_136_84_1,faedrelandsvennen,,,,,Kristiansand,20100414,2010,,,,,,,digavis
203062233,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100818_136_188_1,faedrelandsvennen,,,,,Kristiansand,20100818,2010,,,,,,,digavis
203061679,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081014_135_240_1,faedrelandsvennen,,,,,Kristiansand,20081014,2008,,,,,,,digavis
203062592,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111021_137_244_1,faedrelandsvennen,,,,,Kristiansand,20111021,2011,,,,,,,digavis
203062069,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100129_136_24_1,faedrelandsvennen,,,,,Kristiansand,20100129,2010,,,,,,,digavis
203062253,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100910_136_208_1,faedrelandsvennen,,,,,Kristiansand,20100910,2010,,,,,,,digavis
203062580,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111007_137_232_1,faedrelandsvennen,,,,,Kristiansand,20111007,2011,,,,,,,digavis
203062643,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111221_137_297_1,faedrelandsvennen,,,,,Kristiansand,20111221,2011,,,,,,,digavis
203061504,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080315_134_64_1,faedrelandsvennen,,,,,Kristiansand,20080315,2008,,,,,,,digavis
203061727,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081209_135_288_1,faedrelandsvennen,,,,,Kristiansand,20081209,2008,,,,,,,digavis
203061943,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090901_135_201_1,faedrelandsvennen,,,,,Kristiansand,20090901,2009,,,,,,,digavis
203061961,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090922_135_219_1,faedrelandsvennen,,,,,Kristiansand,20090922,2009,,,,,,,digavis
203062229,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100813_136_184_1,faedrelandsvennen,,,,,Kristiansand,20100813,2010,,,,,,,digavis
203062210,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100722_136_165_1,faedrelandsvennen,,,,,Kristiansand,20100722,2010,,,,,,,digavis
203062271,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101001_136_226_1,faedrelandsvennen,,,,,Kristiansand,20101001,2010,,,,,,,digavis
203062444,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110428_137_96_1,faedrelandsvennen,,,,,Kristiansand,20110428,2011,,,,,,,digavis
203061477,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080213_134_37_1,faedrelandsvennen,,,,,Kristiansand,20080213,2008,,,,,,,digavis
203061481,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080218_134_41_1,faedrelandsvennen,,,,,Kristiansand,20080218,2008,,,,,,,digavis
203062411,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110316_137_63_1,faedrelandsvennen,,,,,Kristiansand,20110316,2011,,,,,,,digavis
203062046,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100102_136_1_1,faedrelandsvennen,,,,,Kristiansand,20100102,2010,,,,,,,digavis
203062170,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100605_136_125_1,faedrelandsvennen,,,,,Kristiansand,20100605,2010,,,,,,,digavis
203061872,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090609_135_129_1,faedrelandsvennen,,,,,Kristiansand,20090609,2009,,,,,,,digavis
203062417,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110323_137_69_1,faedrelandsvennen,,,,,Kristiansand,20110323,2011,,,,,,,digavis
203062082,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100213_136_37_1,faedrelandsvennen,,,,,Kristiansand,20100213,2010,,,,,,,digavis
203061591,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080703_134_152_1,faedrelandsvennen,,,,,Kristiansand,20080703,2008,,,,,,,digavis
203061975,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091008_135_233_1,faedrelandsvennen,,,,,Kristiansand,20091008,2009,,,,,,,digavis
203061568,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080606_134_129_1,faedrelandsvennen,,,,,Kristiansand,20080606,2008,,,,,,,digavis
203062527,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110806_137_179_1,faedrelandsvennen,,,,,Kristiansand,20110806,2011,,,,,,,digavis
203062232,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100817_136_187_1,faedrelandsvennen,,,,,Kristiansand,20100817,2010,,,,,,,digavis
203062458,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110514_137_110_1,faedrelandsvennen,,,,,Kristiansand,20110514,2011,,,,,,,digavis
203061962,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090923_135_220_1,faedrelandsvennen,,,,,Kristiansand,20090923,2009,,,,,,,digavis
203061771,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090203_135_28_1,faedrelandsvennen,,,,,Kristiansand,20090203,2009,,,,,,,digavis
203062395,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110225_137_47_1,faedrelandsvennen,,,,,Kristiansand,20110225,2011,,,,,,,digavis
203061609,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080724_135_170_1,faedrelandsvennen,,,,,Kristiansand,20080724,2008,,,,,,,digavis
203062205,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100716_136_160_1,faedrelandsvennen,,,,,Kristiansand,20100716,2010,,,,,,,digavis
203062595,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111026_137_248_1,faedrelandsvennen,,,,,Kristiansand,20111026,2011,,,,,,,digavis
203061562,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080530_134_123_1,faedrelandsvennen,,,,,Kristiansand,20080530,2008,,,,,,,digavis
203061704,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081112_135_265_1,faedrelandsvennen,,,,,Kristiansand,20081112,2008,,,,,,,digavis
203061798,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090306_135_55_1,faedrelandsvennen,,,,,Kristiansand,20090306,2009,,,,,,,digavis
203061837,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090425_135_94_1,faedrelandsvennen,,,,,Kristiansand,20090425,2009,,,,,,,digavis
203062470,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110530_137_122_1,faedrelandsvennen,,,,,Kristiansand,20110530,2011,,,,,,,digavis
203062565,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110920_137_217_1,faedrelandsvennen,,,,,Kristiansand,20110920,2011,,,,,,,digavis
203061940,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090828_135_198_1,faedrelandsvennen,,,,,Kristiansand,20090828,2009,,,,,,,digavis
203062071,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100201_136_26_1,faedrelandsvennen,,,,,Kristiansand,20100201,2010,,,,,,,digavis
203062369,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110126_137_21_1,faedrelandsvennen,,,,,Kristiansand,20110126,2011,,,,,,,digavis
203062541,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110823_137_193_1,faedrelandsvennen,,,,,Kristiansand,20110823,2011,,,,,,,digavis
203062072,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100202_136_27_1,faedrelandsvennen,,,,,Kristiansand,20100202,2010,,,,,,,digavis
203062628,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111203_137_282_1,faedrelandsvennen,,,,,Kristiansand,20111203,2011,,,,,,,digavis
203062546,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110829_137_198_1,faedrelandsvennen,,,,,Kristiansand,20110829,2011,,,,,,,digavis
203062293,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101027_136_248_1,faedrelandsvennen,,,,,Kristiansand,20101027,2010,,,,,,,digavis
203061548,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080513_134_108_1,faedrelandsvennen,,,,,Kristiansand,20080513,2008,,,,,,,digavis
203062563,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110917_137_215_1,faedrelandsvennen,,,,,Kristiansand,20110917,2011,,,,,,,digavis
203062651,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111231_137_305_1,faedrelandsvennen,,,,,Kristiansand,20111231,2011,,,,,,,digavis
203062559,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110913_137_211_1,faedrelandsvennen,,,,,Kristiansand,20110913,2011,,,,,,,digavis
203062435,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110413_137_87_1,faedrelandsvennen,,,,,Kristiansand,20110413,2011,,,,,,,digavis
203062545,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110827_137_197_1,faedrelandsvennen,,,,,Kristiansand,20110827,2011,,,,,,,digavis
203061534,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080424_134_94_1,faedrelandsvennen,,,,,Kristiansand,20080424,2008,,,,,,,digavis
203061448,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080109_134_7_1,faedrelandsvennen,,,,,Kristiansand,20080109,2008,,,,,,,digavis
203062300,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20101104_136_255_1,faedrelandsvennen,,,,,Kristiansand,20101104,2010,,,,,,,digavis
203062610,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111112_137_263_1,faedrelandsvennen,,,,,Kristiansand,20111112,2011,,,,,,,digavis
203062536,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110817_137_188_1,faedrelandsvennen,,,,,Kristiansand,20110817,2011,,,,,,,digavis
203062070,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20100130_136_25_1,faedrelandsvennen,,,,,Kristiansand,20100130,2010,,,,,,,digavis
203061685,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081021_135_246_1,faedrelandsvennen,,,,,Kristiansand,20081021,2008,,,,,,,digavis
203061948,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090907_135_206_1,faedrelandsvennen,,,,,Kristiansand,20090907,2009,,,,,,,digavis
203061974,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20091007_135_232_1,faedrelandsvennen,,,,,Kristiansand,20091007,2009,,,,,,,digavis
203061549,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080514_134_109_1,faedrelandsvennen,,,,,Kristiansand,20080514,2008,,,,,,,digavis
203062603,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111104_137_256_1,faedrelandsvennen,,,,,Kristiansand,20111104,2011,,,,,,,digavis
203061928,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090814_135_186_1,faedrelandsvennen,,,,,Kristiansand,20090814,2009,,,,,,,digavis
203061581,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080621_134_142_1,faedrelandsvennen,,,,,Kristiansand,20080621,2008,,,,,,,digavis
203061488,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080226_134_48_1,faedrelandsvennen,,,,,Kristiansand,20080226,2008,,,,,,,digavis
203061649,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080909_135_210_1,faedrelandsvennen,,,,,Kristiansand,20080909,2008,,,,,,,digavis
203062575,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20111001_137_227_1,faedrelandsvennen,,,,,Kristiansand,20111001,2011,,,,,,,digavis
203061601,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080715_135_162_1,faedrelandsvennen,,,,,Kristiansand,20080715,2008,,,,,,,digavis
203061657,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080918_135_218_1,faedrelandsvennen,,,,,Kristiansand,20080918,2008,,,,,,,digavis
203061508,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080325_134_68_1,faedrelandsvennen,,,,,Kristiansand,20080325,2008,,,,,,,digavis
203061898,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20090710_135_156_1,faedrelandsvennen,,,,,Kristiansand,20090710,2009,,,,,,,digavis
203061480,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080216_134_40_1,faedrelandsvennen,,,,,Kristiansand,20080216,2008,,,,,,,digavis
203061539,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20080430_134_99_1,faedrelandsvennen,,,,,Kristiansand,20080430,2008,,,,,,,digavis
203062547,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110830_137_199_1,faedrelandsvennen,,,,,Kristiansand,20110830,2011,,,,,,,digavis
203062376,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20110203_137_28_1,faedrelandsvennen,,,,,Kristiansand,20110203,2011,,,,,,,digavis
203061741,URN:NBN:no-nb_digavis_faedrelandsvennen_null_null_20081227_135_302_1,faedrelandsvennen,,,,,Kristiansand,20081227,2008,,,,,,,digavis
